Hope(S1),Joy(S2),Surprise(S3),Anticipation(S4),Sadness(S5),Fear(S6),Anger(S7),Disgust(S8),Disgust-Joy(F1) ,Disgust-Hope(F2),Disgust-Anti(F3) ,Disgust-Surprise(F4),Anger-Joy(F5),Anger-Hope(F6),Anger-Anti(F7),Anger-Surprise(F8) ,Fear-Joy(F9),Fear-Hope(F10) ,Fear-Anti(F11),Fear-Surprise(F12) ,Sadness-Joy(F13),Sadness-Hope(F14) ,Sad-Anti(F15) ,Sadness-Surprise(F16),Positive(Joy+Hope) F17,Negative(Dis+Anger+Fear+Sad) F18,Neutral(Anti+Surprise) F19,LABEL
112783,121715,120597,145043,132441,138302,137797,141563,28780,19848,20966,3480,25014,16082,17200,7246,25519,16587,17705,6741,19658,10726,11844,12602,234498,550103,265640,1
66126,71143,63384,90838,64035,69216,59775,125047,58921,53904,61663,34209,6351,11368,3609,31063,3090,1927,5832,21622,2091,7108,651,26803,137269,318073,154222,1
110251,121864,121993,202123,125479,124571,117638,180938,70687,59074,58945,21185,7387,4226,4355,84485,14320,2707,2578,77552,15228,3615,3486,76644,232115,548626,324116,1
196407,213520,184130,288532,196586,196452,193231,313963,117556,100443,129833,25431,3176,20289,9101,95301,45,17068,12322,92080,179,16934,12456,91946,409927,900232,472662,1
85516,95637,83992,92571,104621,96979,105500,157818,72302,62181,73826,65247,19984,9863,21508,12929,11463,1342,12987,4408,19105,8984,20629,12050,181153,464918,176563,1
54818,44347,45133,45831,53130,51465,42722,83058,28240,38711,37925,37227,12096,1625,2411,3109,3353,7118,6332,5634,1688,8783,7997,7299,99165,230375,90964,1
146582,156619,148111,134276,141711,139373,137854,123526,23056,33093,24585,10750,8728,18765,10257,3578,7209,17246,8738,5097,4871,14908,6400,7435,303201,542464,282387,1
96036,101609,107719,112042,110668,106219,120798,128952,32916,27343,21233,16910,24762,19189,13079,8756,10183,4610,1500,5823,14632,9059,2949,1374,197645,466637,219761,1
45540,47962,47414,36506,47470,48013,46190,64771,19231,16809,17357,28265,650,1772,1224,9684,2473,51,599,11507,1930,492,56,10964,93502,206444,83920,1
109431,115240,111235,145265,109747,109825,98876,155974,46543,40734,44739,10709,10555,16364,12359,46389,394,5415,1410,35440,316,5493,1488,35518,224671,474422,256500,1
179317,164416,158972,181819,177519,170637,156721,237059,57742,72643,78087,55240,22596,7695,2251,25098,8680,6221,11665,11182,1798,13103,18547,4300,343733,741936,340791,1
145434,154537,138090,144088,150108,153691,157748,156166,10732,1629,18076,12078,12314,3211,19658,13660,8257,846,15601,9603,4674,4429,12018,6020,299971,617713,282178,1
134228,146556,143055,101568,151065,148761,159200,201788,67560,55232,58733,100220,24972,12644,16145,57632,14533,2205,5706,47193,16837,4509,8010,49497,280784,660814,244623,1
26758,21306,21543,37883,23928,21683,25800,63262,36504,41956,41719,25379,958,4494,4257,12083,5075,377,140,16200,2830,2622,2385,13955,48064,134673,59426,1
112894,107319,109214,107434,111971,107834,110315,147174,34280,39855,37960,39740,2579,2996,1101,2881,5060,515,1380,400,923,4652,2757,4537,220213,477294,216648,1
157079,180040,171282,218595,179291,178529,171423,213315,56236,33275,42033,5280,14344,8617,141,47172,21450,1511,7247,40066,22212,749,8009,39304,337119,742558,389877,1
50468,55963,46091,82993,50260,49871,48788,49063,1405,6900,2972,33930,1680,7175,2697,34205,597,6092,3780,33122,208,5703,4169,32733,106431,197982,129084,1
148200,148727,144463,159119,150552,152293,144274,165874,17674,17147,21411,6755,3926,4453,189,14845,4093,3566,7830,6826,2352,1825,6089,8567,296927,612993,303582,1
152058,135819,133917,121854,146575,126850,139426,183323,31265,47504,49406,61469,12632,3607,5509,17572,25208,8969,7067,4996,5483,10756,12658,24721,287877,596174,255771,1
59863,64276,54085,70985,59429,59996,62584,86885,27022,22609,32800,15900,2721,1692,8499,8401,133,4280,5911,10989,434,4847,5344,11556,124139,268894,125070,1
75229,79626,71454,87286,72468,75561,78149,71366,3863,8260,88,15920,2920,1477,6695,9137,332,4065,4107,11725,2761,7158,1014,14818,154855,297544,158740,1
59018,65163,49532,70668,57320,54094,58188,53744,5274,11419,4212,16924,830,6975,8656,12480,4924,11069,4562,16574,1698,7843,7788,13348,124181,223346,120200,1
188777,179475,170884,234730,181323,181937,177296,330658,141881,151183,159774,95928,11481,2179,6412,57434,6840,2462,11053,52793,7454,1848,10439,53407,368252,871214,405614,1
62113,70959,58850,81829,65934,66614,66686,65597,3484,5362,6747,16232,4573,4273,7836,15143,4501,4345,7764,15215,3821,5025,7084,15895,133072,264831,140679,1
163364,159433,139029,197261,154313,138740,145538,208759,45395,49326,69730,11498,17826,13895,6509,51723,24624,20693,289,58521,9051,5120,15284,42948,322797,647350,336290,1
175067,161429,162662,155206,161951,162831,161986,192822,17755,31393,30160,37616,13081,557,676,6780,12236,1402,169,7625,13116,522,711,6745,336496,679590,317868,1
76369,76427,76538,64595,86926,90133,84986,126656,50287,50229,50118,62061,8617,8559,8448,20391,13764,13706,13595,25538,10557,10499,10388,22331,152796,388701,141133,1
125915,119283,105112,142013,97421,96009,87017,189622,63707,70339,84510,47609,38898,32266,18095,54996,29906,23274,9103,46004,28494,21862,7691,44592,245198,470069,247125,1
71319,78442,70368,96821,67686,74109,63862,74270,2951,4172,3902,22551,7457,14580,6506,32959,2790,4333,3741,22712,3633,10756,2682,29135,149761,279927,167189,1
90183,97580,86533,69192,90188,87343,85828,128777,38594,31197,42244,59585,4355,11752,705,16636,2840,10237,810,18151,5,7392,3655,20996,187763,392136,155725,1
107406,119922,108503,125664,123428,120363,110628,94126,13280,25796,14377,31538,3222,9294,2125,15036,12957,441,11860,5301,16022,3506,14925,2236,227328,448545,234167,1
35904,36385,31760,39679,34986,32440,34675,34952,952,1433,3192,4727,1229,1710,2915,5004,3464,3945,680,7239,918,1399,3226,4693,72289,137053,71439,1
87571,95872,86570,89391,90532,94765,87630,113763,26192,17891,27193,24372,59,8242,1060,1761,7194,1107,8195,5374,2961,5340,3962,1141,183443,386690,175961,1
38026,38832,43876,40312,42599,51019,40601,74473,36447,35641,30597,34161,2575,1769,3275,289,12993,12187,7143,10707,4573,3767,1277,2287,76858,208692,84188,1
59509,62856,58998,52949,61073,59900,58143,80218,20709,17362,21220,27269,1366,4713,855,5194,391,2956,902,6951,1564,1783,2075,8124,122365,259334,111947,1
134331,139543,123397,152008,128080,125513,129979,174064,39733,34521,50667,22056,4352,9564,6582,22029,8818,14030,2116,26495,6251,11463,4683,23928,273874,557636,275405,1
46029,49971,45069,70816,46971,46863,44752,111493,65464,61522,66424,40677,1277,5219,317,26064,834,3108,1794,23953,942,3000,1902,23845,96000,250079,115885,1
81961,85279,70383,103737,68441,68092,73474,73914,8047,11365,3531,29823,8487,11805,3091,30263,13869,17187,2291,35645,13520,16838,1942,35296,167240,283921,174120,1
185203,203811,199586,188737,200083,206704,207752,145227,39976,58584,54359,43510,22549,3941,8166,19015,21501,2893,7118,17967,14880,3728,497,11346,389014,759766,388323,1
62910,78333,68195,117514,70599,66199,61015,132913,70003,54580,64718,15399,1895,17318,7180,56499,3289,12134,1996,51315,7689,7734,2404,46915,141243,330726,185709,1
59608,70162,59622,72592,68220,64470,74180,84396,24788,14234,24774,11804,14572,4018,14558,1588,4862,5692,4848,8122,8612,1942,8598,4372,129770,291266,132214,1
160600,172535,134359,226265,153039,152143,151780,202723,42123,30188,68364,23542,8820,20755,17421,74485,8457,20392,17784,74122,7561,19496,18680,73226,333135,659685,360624,1
167908,178367,164051,169203,163330,165385,161240,232799,64891,54432,68748,63596,6668,17127,2811,7963,2523,12982,1334,3818,4578,15037,721,5873,346275,722754,333254,1
113515,105126,100490,132607,114144,99777,112780,152977,39462,47851,52487,20370,735,7654,12290,19827,13738,5349,713,32830,629,9018,13654,18463,218641,479678,233097,1
78763,87555,67637,89363,77941,78395,82207,108722,29959,21167,41085,19359,3444,5348,14570,7156,368,9160,10758,10968,822,9614,10304,11422,166318,347265,157000,1
245441,257123,228112,255547,256225,250928,249270,285689,40248,28566,57577,30142,3829,7853,21158,6277,5487,6195,22816,4619,10784,898,28113,678,502564,1042112,483659,1
103165,97175,106943,94401,111265,111081,111918,110569,7404,13394,3626,16168,8753,14743,4975,17517,7916,13906,4138,16680,8100,14090,4322,16864,200340,444833,201344,1
178796,166409,170864,172081,204615,189153,197014,151739,27057,14670,19125,20342,18218,30605,26150,24933,10357,22744,18289,17072,25819,38206,33751,32534,345205,742521,342945,1
137947,139661,142418,137720,151298,149348,156481,233736,95789,94075,91318,96016,18534,16820,14063,18761,11401,9687,6930,11628,13351,11637,8880,13578,277608,690863,280138,1
123447,137734,126633,132969,117439,135237,116202,149013,25566,11279,22380,16044,7245,21532,10431,16767,11790,2497,8604,2268,6008,20295,9194,15530,261181,517891,259602,1
55007,54247,54012,73721,53486,50493,50841,75247,20240,21000,21235,1526,4166,3406,3171,22880,4514,3754,3519,23228,1521,761,526,20235,109254,230067,127733,1
124985,135784,121401,134466,132738,129466,131913,161396,36411,25612,39995,26930,6928,3871,10512,2553,4481,6318,8065,5000,7753,3046,11337,1728,260769,555513,255867,1
155291,145953,126449,202510,149477,148942,143466,169408,14117,23455,42959,33102,11825,2487,17017,59044,6349,2989,22493,53568,5814,3524,23028,53033,301244,611293,328959,1
103801,101541,85760,91476,106555,105023,102029,121520,17719,19979,35760,30044,1772,488,16269,10553,1222,3482,19263,13547,2754,5014,20795,15079,205342,435127,177236,1
223579,229311,194598,222583,230790,219314,222046,240112,16533,10801,45514,17529,1533,7265,27448,537,4265,9997,24716,3269,7211,1479,36192,8207,452890,912262,417181,1
25412,23835,20824,38409,21081,20325,19529,31519,6107,7684,10695,6890,5883,4306,1295,18880,5087,3510,499,18084,4331,2754,257,17328,49247,92454,59233,1
147722,148115,134442,137226,145577,143723,139898,138524,9198,9591,4082,1298,7824,8217,5456,2672,3999,4392,9281,6497,2145,2538,11135,8351,295837,567722,271668,1
134105,135557,132716,144968,144677,143429,141481,195046,60941,59489,62330,50078,7376,5924,8765,3487,9324,7872,10713,1539,10572,9120,11961,291,269662,624633,277684,1
234265,236298,214022,233608,232694,231242,237126,420119,185854,183821,206097,186511,2861,828,23104,3518,3023,5056,17220,2366,1571,3604,18672,914,470563,1121181,447630,1
134220,129293,119788,159543,132658,127609,122428,267098,132878,137805,147310,107555,11792,6865,2640,37115,6611,1684,7821,31934,1562,3365,12870,26885,263513,649793,279331,1
146647,168707,140248,138562,148927,143381,154521,172630,25983,3923,32382,34068,7874,14186,14273,15959,3266,25326,3133,4819,2280,19780,8679,10365,315354,619459,278810,1
221987,267518,230843,293461,241339,250027,224585,241652,19665,25866,10809,51809,2598,42933,6258,68876,28040,17491,19184,43434,19352,26179,10496,52122,489505,957603,524304,1
59308,66700,56140,57827,59584,54814,52062,84892,25584,18192,28752,27065,7246,14638,4078,5765,4494,11886,1326,3013,276,7116,3444,1757,126008,251352,113967,1
197532,218419,196542,239333,204130,207989,190125,220087,22555,1668,23545,19246,7407,28294,6417,49208,10457,10430,11447,31344,6598,14289,7588,35203,415951,822331,435875,1
59783,64501,59118,79235,64113,63830,63063,41670,18113,22831,17448,37565,3280,1438,3945,16172,4047,671,4712,15405,4330,388,4995,15122,124284,232676,138353,1
74673,70628,54749,101536,64487,63960,64311,60116,14557,10512,5367,41420,10362,6317,9562,37225,10713,6668,9211,37576,10186,6141,9738,37049,145301,252874,156285,1
9326,10932,10966,29967,7082,9886,6635,18789,9463,7857,7823,11178,2691,4297,4331,23332,560,1046,1080,20081,2244,3850,3884,22885,20258,42392,40933,1
46966,46262,35704,38745,47110,41796,42531,22454,24512,23808,13250,16291,4435,3731,6827,3786,5170,4466,6092,3051,144,848,11406,8365,93228,153891,74449,1
162258,155439,148056,172075,144186,150988,158494,292503,130245,137064,144447,120428,3764,3055,10438,13581,11270,4451,2932,21087,18072,11253,3870,27889,317697,746171,320131,1
118059,120588,107691,121315,111953,106093,117541,146520,28461,25932,38829,25205,518,3047,9850,3774,11966,14495,1598,15222,6106,8635,4262,9362,238647,482107,229006,1
56209,57338,50459,74082,52424,51334,53250,60697,4488,3359,10238,13385,2959,4088,2791,20832,4875,6004,875,22748,3785,4914,1965,21658,113547,217705,124541,1
58017,58625,57118,113683,61076,57205,56420,84344,26327,25719,27226,29339,1597,2205,698,57263,812,1420,87,56478,3059,2451,3958,52607,116642,259045,170801,1
121577,109605,111931,152573,104780,112296,114184,211366,89789,101761,99435,58793,7393,4579,2253,38389,9281,2691,365,40277,16797,4825,7151,47793,231182,542626,264504,1
52865,59042,47439,71642,58175,56143,48996,66568,13703,7526,19129,5074,3869,10046,1557,22646,3278,2899,8704,15499,5310,867,10736,13467,111907,229882,119081,1
84854,91808,80451,126714,80667,81968,81533,126074,41220,34266,45623,640,3321,10275,1082,45181,2886,9840,1517,44746,4187,11141,216,46047,176662,370242,207165,1
134316,142418,125883,139230,132164,134552,136556,196249,61933,53831,70366,57019,2240,5862,10673,2674,236,7866,8669,4678,2152,10254,6281,7066,276734,599521,265113,1
122985,125722,109428,129334,119703,120123,109838,127223,4238,1501,17795,2111,13147,15884,410,19496,2862,5599,10695,9211,3282,6019,10275,9631,248707,476887,238762,1
172003,169820,169982,207872,160213,169781,165077,311760,139757,141940,141778,103888,6926,4743,4905,42795,2222,39,201,38091,11790,9607,9769,47659,341823,806831,377854,1
50237,59999,54428,55486,58795,57630,56007,35001,15236,24998,19427,20485,5770,3992,1579,521,7393,2369,3202,2144,8558,1204,4367,3309,110236,207433,109914,1
91137,87232,102432,68312,100390,91762,91959,141139,50002,53907,38707,72827,822,4727,10473,23647,625,4530,10670,23450,9253,13158,2042,32078,178369,425250,170744,1
2858,4528,3100,21780,2607,2868,1697,15995,13137,11467,12895,5785,1161,2831,1403,20083,10,1660,232,18912,251,1921,493,19173,7386,23167,24880,1
8464,9093,8931,19095,8376,8400,7596,12999,4535,3906,4068,6096,868,1497,1335,11499,64,693,531,10695,88,717,555,10719,17557,37371,28026,1
295503,298550,288988,289554,315866,308531,291561,282828,12675,15722,6160,6726,3942,6989,2573,2007,13028,9981,19543,18977,20363,17316,26878,26312,594053,1198786,578542,1
54511,60847,50626,80794,55305,55994,49341,63024,8513,2177,12398,17770,5170,11506,1285,31453,1483,4853,5368,24800,794,5542,4679,25489,115358,223664,131420,1
35677,32111,29135,77391,30614,27648,23614,64183,28506,32072,35048,13208,12063,8497,5521,53777,8029,4463,1487,49743,5063,1497,1479,46777,67788,146059,106526,1
99693,99863,91106,115107,101738,100807,104442,151912,52219,52049,60806,36805,4749,4579,13336,10665,1114,944,9701,14300,2045,1875,10632,13369,199556,458899,206213,1
69752,88132,73442,114241,75442,81335,69723,82933,13181,5199,9491,31308,29,18409,3719,44518,11583,6797,7893,32906,5690,12690,2000,38799,157884,309433,187683,1
111335,121938,106166,166823,110157,108154,104015,193081,81746,71143,86915,26258,7320,17923,2151,62808,3181,13784,1988,58669,1178,11781,3991,56666,233273,515407,272989,1
182638,186883,180059,191673,183965,190734,174363,258859,76221,71976,78800,67186,8275,12520,5696,17310,8096,3851,10675,939,1327,2918,3906,7708,369521,807921,371732,1
141491,147020,132640,175083,140224,136585,137017,126950,14541,20070,5690,48133,4474,10003,4377,38066,4906,10435,3945,38498,1267,6796,7584,34859,288511,540776,307723,1
35842,40304,31311,25778,40390,39786,35532,12668,23174,27636,18643,13110,310,4772,4221,9754,3944,518,8475,14008,4548,86,9079,14612,76146,128376,57089,1
48591,60497,45772,83888,51005,51336,36133,102694,54103,42197,56922,18806,12458,24364,9639,47755,2745,9161,5564,32552,2414,9492,5233,32883,109088,241168,129660,1
173551,177721,159292,168224,157214,165026,152367,154888,18663,22833,4404,13336,21184,25354,6925,15857,8525,12695,5734,3198,16337,20507,2078,11010,351272,629495,327516,1
134912,135875,125489,125944,128257,127395,123812,129497,5415,6378,4008,3553,11100,12063,1677,2132,7517,8480,1906,1451,6655,7618,2768,2313,270787,508961,251433,1
59243,66245,50780,55267,56390,57257,51401,107358,48115,41113,56578,52091,7842,14844,621,3866,1986,8988,6477,1990,2853,9855,5610,1123,125488,272406,106047,1
63450,63620,54619,62051,61603,59770,60200,43513,19937,20107,11106,18538,3250,3420,5581,1851,3680,3850,5151,2281,1847,2017,6984,448,127070,225086,116670,1
73340,85098,71505,118538,79339,79428,71858,96614,23274,11516,25109,21924,1482,13240,353,46680,6088,5670,7923,39110,5999,5759,7834,39199,158438,327239,190043,1
157971,187483,134552,196839,153632,155692,144290,211328,53357,23845,76776,14489,13681,43193,9738,52549,2279,31791,21140,41147,4339,33851,19080,43207,345454,664942,331391,1
88486,104793,90436,100154,96333,99546,96742,167244,78758,62451,76808,67090,8256,8051,6306,3412,11060,5247,9110,608,7847,8460,5897,3821,193279,459865,190590,1
196153,226348,191588,244777,186433,200201,182604,169218,26935,57130,22370,75559,13549,43744,8984,62173,4048,26147,8613,44576,9720,39915,5155,58344,422501,738456,436365,1
53570,58764,50033,48929,54553,55896,51762,63856,10286,5092,13823,14927,1808,7002,1729,2833,2326,2868,5863,6967,983,4211,4520,5624,112334,226067,98962,1
143296,163111,130120,192448,152228,147040,140478,189698,46402,26587,59578,2750,2818,22633,10358,51970,3744,16071,16920,45408,8932,10883,22108,40220,306407,629444,322568,1
114929,134780,104114,129907,106767,114263,95836,157014,42085,22234,52900,27107,19093,38944,8278,34071,666,20517,10149,15644,8162,28013,2653,23140,249709,473880,234021,1
62735,67541,55829,98425,62131,66116,59909,94453,31718,26912,38624,3972,2826,7632,4080,38516,3381,1425,10287,32309,604,5410,6302,36294,130276,282609,154254,1
178498,182873,164159,141590,173387,171041,163699,151685,26813,31188,12474,10095,14799,19174,460,22109,7457,11832,6882,29451,5111,9486,9228,31797,361371,659812,305749,1
74368,77124,78569,55205,80012,76574,75156,140226,65858,63102,61657,85021,788,1968,3413,19951,2206,550,1995,21369,5644,2888,1443,24807,151492,371968,133774,1
169140,187759,160371,181878,181352,190764,163153,214198,45058,26439,53827,32320,5987,24606,2782,18725,21624,3005,30393,8886,12212,6407,20981,526,356899,749467,342249,1
48277,48085,43924,55821,51294,47617,48341,72854,24577,24769,28930,17033,64,256,4417,7480,660,468,3693,8204,3017,3209,7370,4527,96362,220106,99745,1
20387,18752,21269,26928,19456,19813,19212,22008,1621,3256,739,4920,1175,460,2057,7716,574,1061,1456,7115,931,704,1813,7472,39139,80489,48197,1
91096,91419,79838,74550,89060,91935,85751,102414,11318,10995,22576,27864,5345,5668,5913,11201,839,516,12097,17385,2036,2359,9222,14510,182515,369160,154388,1
232766,242318,216623,203210,240169,236539,229731,226934,5832,15384,10311,23724,3035,12587,13108,26521,3773,5779,19916,33329,7403,2149,23546,36959,475084,933373,419833,1
94262,110062,94489,119527,109074,107184,100330,129106,34844,19044,34617,9579,6068,9732,5841,19197,12922,2878,12695,12343,14812,988,14585,10453,204324,445694,214016,1
